REF_DATE,Industry,Employed_000s,Year,Month,Month_Name,Quarter,Year_Month,Industry_Clean
2024-10-01,"Wholesale and retail trade [41, 44-45]",2917.3,2024,10,Oct,Q4,2024-10,Wholesale and retail trade
2024-11-01,"Wholesale and retail trade [41, 44-45]",2966.3,2024,11,Nov,Q4,2024-11,Wholesale and retail trade
2024-12-01,"Wholesale and retail trade [41, 44-45]",2971.9,2024,12,Dec,Q4,2024-12,Wholesale and retail trade
2019-01-01,Transportation and warehousing [48-49],1010.3,2019,1,Jan,Q1,2019-01,Transportation and warehousing
2019-02-01,Transportation and warehousing [48-49],1001.0,2019,2,Feb,Q1,2019-02,Transportation and warehousing
2019-03-01,Transportation and warehousing [48-49],1007.3,2019,3,Mar,Q1,2019-03,Transportation and warehousing
2019-04-01,Transportation and warehousing [48-49],1022.9,2019,4,Apr,Q2,2019-04,Transportation and warehousing
2019-05-01,Transportation and warehousing [48-49],1044.1,2019,5,May,Q2,2019-05,Transportation and warehousing
2019-06-01,Transportation and warehousing [48-49],1052.1,2019,6,Jun,Q2,2019-06,Transportation and warehousing
2019-07-01,Transportation and warehousing [48-49],1027.4,2019,7,Jul,Q3,2019-07,Transportation and warehousing
2019-08-01,Transportation and warehousing [48-49],1030.1,2019,8,Aug,Q3,2019-08,Transportation and warehousing
2019-09-01,Transportation and warehousing [48-49],1053.4,2019,9,Sep,Q3,2019-09,Transportation and warehousing
2019-10-01,Transportation and warehousing [48-49],1044.8,2019,10,Oct,Q4,2019-10,Transportation and warehousing
2019-11-01,Transportation and warehousing [48-49],1025.6,2019,11,Nov,Q4,2019-11,Transportation and warehousing
2019-12-01,Transportation and warehousing [48-49],1039.1,2019,12,Dec,Q4,2019-12,Transportation and warehousing
2020-01-01,Transportation and warehousing [48-49],1027.7,2020,1,Jan,Q1,2020-01,Transportation and warehousing
2020-02-01,Transportation and warehousing [48-49],1023.9,2020,2,Feb,Q1,2020-02,Transportation and warehousing
2020-03-01,Transportation and warehousing [48-49],975.1,2020,3,Mar,Q1,2020-03,Transportation and warehousing
2020-04-01,Transportation and warehousing [48-49],876.4,2020,4,Apr,Q2,2020-04,Transportation and warehousing
2020-05-01,Transportation and warehousing [48-49],868.5,2020,5,May,Q2,2020-05,Transportation and warehousing
2020-06-01,Transportation and warehousing [48-49],925.1,2020,6,Jun,Q2,2020-06,Transportation and warehousing
2020-07-01,Transportation and warehousing [48-49],918.2,2020,7,Jul,Q3,2020-07,Transportation and warehousing
2020-08-01,Transportation and warehousing [48-49],919.1,2020,8,Aug,Q3,2020-08,Transportation and warehousing
2020-09-01,Transportation and warehousing [48-49],952.0,2020,9,Sep,Q3,2020-09,Transportation and warehousing
2020-10-01,Transportation and warehousing [48-49],937.5,2020,10,Oct,Q4,2020-10,Transportation and warehousing
2020-11-01,Transportation and warehousing [48-49],963.2,2020,11,Nov,Q4,2020-11,Transportation and warehousing
2020-12-01,Transportation and warehousing [48-49],961.8,2020,12,Dec,Q4,2020-12,Transportation and warehousing
2021-01-01,Transportation and warehousing [48-49],958.0,2021,1,Jan,Q1,2021-01,Transportation and warehousing
2021-02-01,Transportation and warehousing [48-49],990.3,2021,2,Feb,Q1,2021-02,Transportation and warehousing
2021-03-01,Transportation and warehousing [48-49],976.9,2021,3,Mar,Q1,2021-03,Transportation and warehousing
2021-04-01,Transportation and warehousing [48-49],950.9,2021,4,Apr,Q2,2021-04,Transportation and warehousing
2021-05-01,Transportation and warehousing [48-49],987.5,2021,5,May,Q2,2021-05,Transportation and warehousing
2021-06-01,Transportation and warehousing [48-49],992.7,2021,6,Jun,Q2,2021-06,Transportation and warehousing
2021-07-01,Transportation and warehousing [48-49],965.3,2021,7,Jul,Q3,2021-07,Transportation and warehousing
2021-08-01,Transportation and warehousing [48-49],974.6,2021,8,Aug,Q3,2021-08,Transportation and warehousing
2021-09-01,Transportation and warehousing [48-49],999.7,2021,9,Sep,Q3,2021-09,Transportation and warehousing
2021-10-01,Transportation and warehousing [48-49],1009.6,2021,10,Oct,Q4,2021-10,Transportation and warehousing
2021-11-01,Transportation and warehousing [48-49],1018.6,2021,11,Nov,Q4,2021-11,Transportation and warehousing
2021-12-01,Transportation and warehousing [48-49],1016.3,2021,12,Dec,Q4,2021-12,Transportation and warehousing
2022-01-01,Transportation and warehousing [48-49],1008.8,2022,1,Jan,Q1,2022-01,Transportation and warehousing
2022-02-01,Transportation and warehousing [48-49],1011.8,2022,2,Feb,Q1,2022-02,Transportation and warehousing
2022-03-01,Transportation and warehousing [48-49],975.4,2022,3,Mar,Q1,2022-03,Transportation and warehousing
2022-04-01,Transportation and warehousing [48-49],970.9,2022,4,Apr,Q2,2022-04,Transportation and warehousing
2022-05-01,Transportation and warehousing [48-49],985.2,2022,5,May,Q2,2022-05,Transportation and warehousing
2022-06-01,Transportation and warehousing [48-49],1000.1,2022,6,Jun,Q2,2022-06,Transportation and warehousing
2022-07-01,Transportation and warehousing [48-49],1002.4,2022,7,Jul,Q3,2022-07,Transportation and warehousing
2022-08-01,Transportation and warehousing [48-49],988.0,2022,8,Aug,Q3,2022-08,Transportation and warehousing
2022-09-01,Transportation and warehousing [48-49],986.1,2022,9,Sep,Q3,2022-09,Transportation and warehousing
2022-10-01,Transportation and warehousing [48-49],975.7,2022,10,Oct,Q4,2022-10,Transportation and warehousing
2022-11-01,Transportation and warehousing [48-49],980.5,2022,11,Nov,Q4,2022-11,Transportation and warehousing
2022-12-01,Transportation and warehousing [48-49],999.5,2022,12,Dec,Q4,2022-12,Transportation and warehousing
2023-01-01,Transportation and warehousing [48-49],971.4,2023,1,Jan,Q1,2023-01,Transportation and warehousing
2023-02-01,Transportation and warehousing [48-49],978.6,2023,2,Feb,Q1,2023-02,Transportation and warehousing
2023-03-01,Transportation and warehousing [48-49],1003.3,2023,3,Mar,Q1,2023-03,Transportation and warehousing
2023-04-01,Transportation and warehousing [48-49],1014.2,2023,4,Apr,Q2,2023-04,Transportation and warehousing
2023-05-01,Transportation and warehousing [48-49],1029.7,2023,5,May,Q2,2023-05,Transportation and warehousing
2023-06-01,Transportation and warehousing [48-49],1051.4,2023,6,Jun,Q2,2023-06,Transportation and warehousing
2023-07-01,Transportation and warehousing [48-49],1026.5,2023,7,Jul,Q3,2023-07,Transportation and warehousing
2023-08-01,Transportation and warehousing [48-49],1036.0,2023,8,Aug,Q3,2023-08,Transportation and warehousing
2023-09-01,Transportation and warehousing [48-49],1068.0,2023,9,Sep,Q3,2023-09,Transportation and warehousing
2023-10-01,Transportation and warehousing [48-49],1069.7,2023,10,Oct,Q4,2023-10,Transportation and warehousing
2023-11-01,Transportation and warehousing [48-49],1082.5,2023,11,Nov,Q4,2023-11,Transportation and warehousing
2023-12-01,Transportation and warehousing [48-49],1073.5,2023,12,Dec,Q4,2023-12,Transportation and warehousing
2024-01-01,Transportation and warehousing [48-49],1078.9,2024,1,Jan,Q1,2024-01,Transportation and warehousing
2024-02-01,Transportation and warehousing [48-49],1093.5,2024,2,Feb,Q1,2024-02,Transportation and warehousing
2024-03-01,Transportation and warehousing [48-49],1082.9,2024,3,Mar,Q1,2024-03,Transportation and warehousing
2024-04-01,Transportation and warehousing [48-49],1100.7,2024,4,Apr,Q2,2024-04,Transportation and warehousing
2024-05-01,Transportation and warehousing [48-49],1087.3,2024,5,May,Q2,2024-05,Transportation and warehousing
2024-06-01,Transportation and warehousing [48-49],1083.0,2024,6,Jun,Q2,2024-06,Transportation and warehousing
2024-07-01,Transportation and warehousing [48-49],1077.0,2024,7,Jul,Q3,2024-07,Transportation and warehousing
2024-08-01,Transportation and warehousing [48-49],1082.6,2024,8,Aug,Q3,2024-08,Transportation and warehousing
2024-09-01,Transportation and warehousing [48-49],1113.0,2024,9,Sep,Q3,2024-09,Transportation and warehousing
2024-10-01,Transportation and warehousing [48-49],1090.3,2024,10,Oct,Q4,2024-10,Transportation and warehousing
2024-11-01,Transportation and warehousing [48-49],1065.7,2024,11,Nov,Q4,2024-11,Transportation and warehousing
2024-12-01,Transportation and warehousing [48-49],1084.4,2024,12,Dec,Q4,2024-12,Transportation and warehousing
2019-01-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1198.4,2019,1,Jan,Q1,2019-01,"Finance, insurance, real estate, rental and leasing"
2019-02-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1215.0,2019,2,Feb,Q1,2019-02,"Finance, insurance, real estate, rental and leasing"
2019-03-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1220.6,2019,3,Mar,Q1,2019-03,"Finance, insurance, real estate, rental and leasing"
2019-04-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1230.0,2019,4,Apr,Q2,2019-04,"Finance, insurance, real estate, rental and leasing"
2019-05-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1233.2,2019,5,May,Q2,2019-05,"Finance, insurance, real estate, rental and leasing"
2019-06-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1229.5,2019,6,Jun,Q2,2019-06,"Finance, insurance, real estate, rental and leasing"
2019-07-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1231.1,2019,7,Jul,Q3,2019-07,"Finance, insurance, real estate, rental and leasing"
2019-08-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1248.6,2019,8,Aug,Q3,2019-08,"Finance, insurance, real estate, rental and leasing"
2019-09-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1236.5,2019,9,Sep,Q3,2019-09,"Finance, insurance, real estate, rental and leasing"
2019-10-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1249.3,2019,10,Oct,Q4,2019-10,"Finance, insurance, real estate, rental and leasing"
2019-11-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1253.0,2019,11,Nov,Q4,2019-11,"Finance, insurance, real estate, rental and leasing"
2019-12-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1241.0,2019,12,Dec,Q4,2019-12,"Finance, insurance, real estate, rental and leasing"
2020-01-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1236.3,2020,1,Jan,Q1,2020-01,"Finance, insurance, real estate, rental and leasing"
2020-02-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1243.6,2020,2,Feb,Q1,2020-02,"Finance, insurance, real estate, rental and leasing"
2020-03-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1218.3,2020,3,Mar,Q1,2020-03,"Finance, insurance, real estate, rental and leasing"
2020-04-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1197.4,2020,4,Apr,Q2,2020-04,"Finance, insurance, real estate, rental and leasing"
2020-05-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1210.2,2020,5,May,Q2,2020-05,"Finance, insurance, real estate, rental and leasing"
2020-06-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1236.0,2020,6,Jun,Q2,2020-06,"Finance, insurance, real estate, rental and leasing"
2020-07-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1228.7,2020,7,Jul,Q3,2020-07,"Finance, insurance, real estate, rental and leasing"
2020-08-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1224.0,2020,8,Aug,Q3,2020-08,"Finance, insurance, real estate, rental and leasing"
2020-09-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1228.5,2020,9,Sep,Q3,2020-09,"Finance, insurance, real estate, rental and leasing"
2020-10-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1256.0,2020,10,Oct,Q4,2020-10,"Finance, insurance, real estate, rental and leasing"
2020-11-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1276.4,2020,11,Nov,Q4,2020-11,"Finance, insurance, real estate, rental and leasing"
2020-12-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1284.1,2020,12,Dec,Q4,2020-12,"Finance, insurance, real estate, rental and leasing"
2021-01-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1294.8,2021,1,Jan,Q1,2021-01,"Finance, insurance, real estate, rental and leasing"
2021-02-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1289.4,2021,2,Feb,Q1,2021-02,"Finance, insurance, real estate, rental and leasing"
2021-03-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1282.8,2021,3,Mar,Q1,2021-03,"Finance, insurance, real estate, rental and leasing"
2021-04-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1310.8,2021,4,Apr,Q2,2021-04,"Finance, insurance, real estate, rental and leasing"
2021-05-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1315.7,2021,5,May,Q2,2021-05,"Finance, insurance, real estate, rental and leasing"
2021-06-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1321.9,2021,6,Jun,Q2,2021-06,"Finance, insurance, real estate, rental and leasing"
2021-07-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1348.7,2021,7,Jul,Q3,2021-07,"Finance, insurance, real estate, rental and leasing"
2021-08-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1333.4,2021,8,Aug,Q3,2021-08,"Finance, insurance, real estate, rental and leasing"
2021-09-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1332.6,2021,9,Sep,Q3,2021-09,"Finance, insurance, real estate, rental and leasing"
2021-10-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1340.1,2021,10,Oct,Q4,2021-10,"Finance, insurance, real estate, rental and leasing"
2021-11-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1334.1,2021,11,Nov,Q4,2021-11,"Finance, insurance, real estate, rental and leasing"
2021-12-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1342.2,2021,12,Dec,Q4,2021-12,"Finance, insurance, real estate, rental and leasing"
2022-01-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1346.3,2022,1,Jan,Q1,2022-01,"Finance, insurance, real estate, rental and leasing"
2022-02-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1346.7,2022,2,Feb,Q1,2022-02,"Finance, insurance, real estate, rental and leasing"
2022-03-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1337.9,2022,3,Mar,Q1,2022-03,"Finance, insurance, real estate, rental and leasing"
2022-04-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1342.4,2022,4,Apr,Q2,2022-04,"Finance, insurance, real estate, rental and leasing"
2022-05-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1347.7,2022,5,May,Q2,2022-05,"Finance, insurance, real estate, rental and leasing"
2022-06-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1352.1,2022,6,Jun,Q2,2022-06,"Finance, insurance, real estate, rental and leasing"
2022-07-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1358.9,2022,7,Jul,Q3,2022-07,"Finance, insurance, real estate, rental and leasing"
2022-08-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1374.9,2022,8,Aug,Q3,2022-08,"Finance, insurance, real estate, rental and leasing"
2022-09-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1361.4,2022,9,Sep,Q3,2022-09,"Finance, insurance, real estate, rental and leasing"
2022-10-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1373.3,2022,10,Oct,Q4,2022-10,"Finance, insurance, real estate, rental and leasing"
2022-11-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1388.2,2022,11,Nov,Q4,2022-11,"Finance, insurance, real estate, rental and leasing"
2022-12-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1392.4,2022,12,Dec,Q4,2022-12,"Finance, insurance, real estate, rental and leasing"
2023-01-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1383.4,2023,1,Jan,Q1,2023-01,"Finance, insurance, real estate, rental and leasing"
2023-02-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1378.8,2023,2,Feb,Q1,2023-02,"Finance, insurance, real estate, rental and leasing"
2023-03-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1398.7,2023,3,Mar,Q1,2023-03,"Finance, insurance, real estate, rental and leasing"
2023-04-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1389.8,2023,4,Apr,Q2,2023-04,"Finance, insurance, real estate, rental and leasing"
2023-05-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1387.7,2023,5,May,Q2,2023-05,"Finance, insurance, real estate, rental and leasing"
2023-06-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1400.5,2023,6,Jun,Q2,2023-06,"Finance, insurance, real estate, rental and leasing"
2023-07-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1419.1,2023,7,Jul,Q3,2023-07,"Finance, insurance, real estate, rental and leasing"
2023-08-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1407.0,2023,8,Aug,Q3,2023-08,"Finance, insurance, real estate, rental and leasing"
2023-09-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1369.0,2023,9,Sep,Q3,2023-09,"Finance, insurance, real estate, rental and leasing"
2023-10-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1365.7,2023,10,Oct,Q4,2023-10,"Finance, insurance, real estate, rental and leasing"
2023-11-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1352.3,2023,11,Nov,Q4,2023-11,"Finance, insurance, real estate, rental and leasing"
2023-12-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1367.0,2023,12,Dec,Q4,2023-12,"Finance, insurance, real estate, rental and leasing"
2024-01-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1397.2,2024,1,Jan,Q1,2024-01,"Finance, insurance, real estate, rental and leasing"
2024-02-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1397.1,2024,2,Feb,Q1,2024-02,"Finance, insurance, real estate, rental and leasing"
2024-03-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1412.0,2024,3,Mar,Q1,2024-03,"Finance, insurance, real estate, rental and leasing"
2024-04-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1402.9,2024,4,Apr,Q2,2024-04,"Finance, insurance, real estate, rental and leasing"
2024-05-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1436.5,2024,5,May,Q2,2024-05,"Finance, insurance, real estate, rental and leasing"
2024-06-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1442.5,2024,6,Jun,Q2,2024-06,"Finance, insurance, real estate, rental and leasing"
2024-07-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1431.6,2024,7,Jul,Q3,2024-07,"Finance, insurance, real estate, rental and leasing"
2024-08-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1446.7,2024,8,Aug,Q3,2024-08,"Finance, insurance, real estate, rental and leasing"
2024-09-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1433.0,2024,9,Sep,Q3,2024-09,"Finance, insurance, real estate, rental and leasing"
2024-10-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1420.6,2024,10,Oct,Q4,2024-10,"Finance, insurance, real estate, rental and leasing"
2024-11-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1425.8,2024,11,Nov,Q4,2024-11,"Finance, insurance, real estate, rental and leasing"
2024-12-01,"Finance, insurance, real estate, rental and leasing [52, 53]",1445.6,2024,12,Dec,Q4,2024-12,"Finance, insurance, real estate, rental and leasing"
2019-01-01,"Professional, scientific and technical services [54]",1507.2,2019,1,Jan,Q1,2019-01,"Professional, scientific and technical services"
2019-02-01,"Professional, scientific and technical services [54]",1527.8,2019,2,Feb,Q1,2019-02,"Professional, scientific and technical services"
2019-03-01,"Professional, scientific and technical services [54]",1535.7,2019,3,Mar,Q1,2019-03,"Professional, scientific and technical services"
2019-04-01,"Professional, scientific and technical services [54]",1526.7,2019,4,Apr,Q2,2019-04,"Professional, scientific and technical services"
2019-05-01,"Professional, scientific and technical services [54]",1564.5,2019,5,May,Q2,2019-05,"Professional, scientific and technical services"
2019-06-01,"Professional, scientific and technical services [54]",1580.2,2019,6,Jun,Q2,2019-06,"Professional, scientific and technical services"
2019-07-01,"Professional, scientific and technical services [54]",1581.5,2019,7,Jul,Q3,2019-07,"Professional, scientific and technical services"
2019-08-01,"Professional, scientific and technical services [54]",1591.5,2019,8,Aug,Q3,2019-08,"Professional, scientific and technical services"
2019-09-01,"Professional, scientific and technical services [54]",1569.2,2019,9,Sep,Q3,2019-09,"Professional, scientific and technical services"
2019-10-01,"Professional, scientific and technical services [54]",1571.7,2019,10,Oct,Q4,2019-10,"Professional, scientific and technical services"
2019-11-01,"Professional, scientific and technical services [54]",1559.0,2019,11,Nov,Q4,2019-11,"Professional, scientific and technical services"
2019-12-01,"Professional, scientific and technical services [54]",1564.3,2019,12,Dec,Q4,2019-12,"Professional, scientific and technical services"
2020-01-01,"Professional, scientific and technical services [54]",1561.9,2020,1,Jan,Q1,2020-01,"Professional, scientific and technical services"
2020-02-01,"Professional, scientific and technical services [54]",1561.2,2020,2,Feb,Q1,2020-02,"Professional, scientific and technical services"
2020-03-01,"Professional, scientific and technical services [54]",1573.8,2020,3,Mar,Q1,2020-03,"Professional, scientific and technical services"
2020-04-01,"Professional, scientific and technical services [54]",1492.2,2020,4,Apr,Q2,2020-04,"Professional, scientific and technical services"
2020-05-01,"Professional, scientific and technical services [54]",1507.2,2020,5,May,Q2,2020-05,"Professional, scientific and technical services"
2020-06-01,"Professional, scientific and technical services [54]",1528.1,2020,6,Jun,Q2,2020-06,"Professional, scientific and technical services"
2020-07-01,"Professional, scientific and technical services [54]",1562.5,2020,7,Jul,Q3,2020-07,"Professional, scientific and technical services"
2020-08-01,"Professional, scientific and technical services [54]",1580.6,2020,8,Aug,Q3,2020-08,"Professional, scientific and technical services"
2020-09-01,"Professional, scientific and technical services [54]",1577.4,2020,9,Sep,Q3,2020-09,"Professional, scientific and technical services"
2020-10-01,"Professional, scientific and technical services [54]",1621.8,2020,10,Oct,Q4,2020-10,"Professional, scientific and technical services"
2020-11-01,"Professional, scientific and technical services [54]",1609.2,2020,11,Nov,Q4,2020-11,"Professional, scientific and technical services"
2020-12-01,"Professional, scientific and technical services [54]",1631.9,2020,12,Dec,Q4,2020-12,"Professional, scientific and technical services"
2021-01-01,"Professional, scientific and technical services [54]",1651.3,2021,1,Jan,Q1,2021-01,"Professional, scientific and technical services"
2021-02-01,"Professional, scientific and technical services [54]",1639.6,2021,2,Feb,Q1,2021-02,"Professional, scientific and technical services"
2021-03-01,"Professional, scientific and technical services [54]",1646.8,2021,3,Mar,Q1,2021-03,"Professional, scientific and technical services"
2021-04-01,"Professional, scientific and technical services [54]",1670.4,2021,4,Apr,Q2,2021-04,"Professional, scientific and technical services"
2021-05-01,"Professional, scientific and technical services [54]",1699.0,2021,5,May,Q2,2021-05,"Professional, scientific and technical services"
2021-06-01,"Professional, scientific and technical services [54]",1735.2,2021,6,Jun,Q2,2021-06,"Professional, scientific and technical services"
2021-07-01,"Professional, scientific and technical services [54]",1733.6,2021,7,Jul,Q3,2021-07,"Professional, scientific and technical services"
2021-08-01,"Professional, scientific and technical services [54]",1726.8,2021,8,Aug,Q3,2021-08,"Professional, scientific and technical services"
2021-09-01,"Professional, scientific and technical services [54]",1703.4,2021,9,Sep,Q3,2021-09,"Professional, scientific and technical services"
2021-10-01,"Professional, scientific and technical services [54]",1709.6,2021,10,Oct,Q4,2021-10,"Professional, scientific and technical services"
2021-11-01,"Professional, scientific and technical services [54]",1739.3,2021,11,Nov,Q4,2021-11,"Professional, scientific and technical services"
2021-12-01,"Professional, scientific and technical services [54]",1739.3,2021,12,Dec,Q4,2021-12,"Professional, scientific and technical services"
2022-01-01,"Professional, scientific and technical services [54]",1717.7,2022,1,Jan,Q1,2022-01,"Professional, scientific and technical services"
2022-02-01,"Professional, scientific and technical services [54]",1771.1,2022,2,Feb,Q1,2022-02,"Professional, scientific and technical services"
2022-03-01,"Professional, scientific and technical services [54]",1769.6,2022,3,Mar,Q1,2022-03,"Professional, scientific and technical services"
2022-04-01,"Professional, scientific and technical services [54]",1799.7,2022,4,Apr,Q2,2022-04,"Professional, scientific and technical services"
2022-05-01,"Professional, scientific and technical services [54]",1833.4,2022,5,May,Q2,2022-05,"Professional, scientific and technical services"
2022-06-01,"Professional, scientific and technical services [54]",1860.6,2022,6,Jun,Q2,2022-06,"Professional, scientific and technical services"
2022-07-01,"Professional, scientific and technical services [54]",1847.0,2022,7,Jul,Q3,2022-07,"Professional, scientific and technical services"
2022-08-01,"Professional, scientific and technical services [54]",1845.2,2022,8,Aug,Q3,2022-08,"Professional, scientific and technical services"
2022-09-01,"Professional, scientific and technical services [54]",1820.6,2022,9,Sep,Q3,2022-09,"Professional, scientific and technical services"
2022-10-01,"Professional, scientific and technical services [54]",1849.4,2022,10,Oct,Q4,2022-10,"Professional, scientific and technical services"
2022-11-01,"Professional, scientific and technical services [54]",1842.6,2022,11,Nov,Q4,2022-11,"Professional, scientific and technical services"
2022-12-01,"Professional, scientific and technical services [54]",1860.3,2022,12,Dec,Q4,2022-12,"Professional, scientific and technical services"
2023-01-01,"Professional, scientific and technical services [54]",1859.1,2023,1,Jan,Q1,2023-01,"Professional, scientific and technical services"
2023-02-01,"Professional, scientific and technical services [54]",1859.0,2023,2,Feb,Q1,2023-02,"Professional, scientific and technical services"
2023-03-01,"Professional, scientific and technical services [54]",1867.2,2023,3,Mar,Q1,2023-03,"Professional, scientific and technical services"
2023-04-01,"Professional, scientific and technical services [54]",1864.3,2023,4,Apr,Q2,2023-04,"Professional, scientific and technical services"
2023-05-01,"Professional, scientific and technical services [54]",1884.6,2023,5,May,Q2,2023-05,"Professional, scientific and technical services"
2023-06-01,"Professional, scientific and technical services [54]",1897.0,2023,6,Jun,Q2,2023-06,"Professional, scientific and technical services"
2023-07-01,"Professional, scientific and technical services [54]",1879.8,2023,7,Jul,Q3,2023-07,"Professional, scientific and technical services"
2023-08-01,"Professional, scientific and technical services [54]",1927.2,2023,8,Aug,Q3,2023-08,"Professional, scientific and technical services"
2023-09-01,"Professional, scientific and technical services [54]",1904.2,2023,9,Sep,Q3,2023-09,"Professional, scientific and technical services"
2023-10-01,"Professional, scientific and technical services [54]",1918.7,2023,10,Oct,Q4,2023-10,"Professional, scientific and technical services"
2023-11-01,"Professional, scientific and technical services [54]",1922.4,2023,11,Nov,Q4,2023-11,"Professional, scientific and technical services"
2023-12-01,"Professional, scientific and technical services [54]",1961.7,2023,12,Dec,Q4,2023-12,"Professional, scientific and technical services"
2024-01-01,"Professional, scientific and technical services [54]",1939.5,2024,1,Jan,Q1,2024-01,"Professional, scientific and technical services"
2024-02-01,"Professional, scientific and technical services [54]",1965.3,2024,2,Feb,Q1,2024-02,"Professional, scientific and technical services"
2024-03-01,"Professional, scientific and technical services [54]",1941.9,2024,3,Mar,Q1,2024-03,"Professional, scientific and technical services"
2024-04-01,"Professional, scientific and technical services [54]",1965.0,2024,4,Apr,Q2,2024-04,"Professional, scientific and technical services"
2024-05-01,"Professional, scientific and technical services [54]",1983.9,2024,5,May,Q2,2024-05,"Professional, scientific and technical services"
2024-06-01,"Professional, scientific and technical services [54]",1987.1,2024,6,Jun,Q2,2024-06,"Professional, scientific and technical services"
2024-07-01,"Professional, scientific and technical services [54]",1996.2,2024,7,Jul,Q3,2024-07,"Professional, scientific and technical services"
2024-08-01,"Professional, scientific and technical services [54]",1981.1,2024,8,Aug,Q3,2024-08,"Professional, scientific and technical services"
2024-09-01,"Professional, scientific and technical services [54]",1970.2,2024,9,Sep,Q3,2024-09,"Professional, scientific and technical services"
2024-10-01,"Professional, scientific and technical services [54]",1988.6,2024,10,Oct,Q4,2024-10,"Professional, scientific and technical services"
2024-11-01,"Professional, scientific and technical services [54]",2002.9,2024,11,Nov,Q4,2024-11,"Professional, scientific and technical services"
2024-12-01,"Professional, scientific and technical services [54]",1996.7,2024,12,Dec,Q4,2024-12,"Professional, scientific and technical services"
2019-01-01,"Business, building and other support services [55, 56]",752.7,2019,1,Jan,Q1,2019-01,"Business, building and other support services"
